company,score,towns_cities,counties,routes,tags,linkedin_company_search_url,linkedin_jobs_search_url,linkedin_recruiter_search_url,linkedin_hiring_manager_search_url,outreach_reason,connection_note
Aios Technology Ltd Nottin,80,['gham Nott'],['inghamshire Worker (A'],['orker'],"['ai', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Aios+Technology+Ltd+Nottin,https://www.linkedin.com/jobs/search/?keywords=Aios+Technology+Ltd+Nottin+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Aios+Technology+Ltd+Nottin+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Aios+Technology+Ltd+Nottin+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It has a listed presence in gham Nott.,"Hi, I noticed Aios Technology Ltd Nottin is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Aios Technology Ltd Nottin."
Aire Labs Ltd.,80,['London'],['London'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Aire+Labs+Ltd.,https://www.linkedin.com/jobs/search/?keywords=Aire+Labs+Ltd.+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Aire+Labs+Ltd.+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Aire+Labs+Ltd.+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Aire Labs Ltd. is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Aire Labs Ltd.."
AIRSYS COMMUNICATIONS TECHNOLOGY LIMITED Romsey,80,['Hamps'],['hire Worker (A r'],"['iness Mobility: Senior or Specialist Worker', 'rker']","['ai', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=AIRSYS+COMMUNICATIONS+TECHNOLOGY+LIMITED+Romsey,https://www.linkedin.com/jobs/search/?keywords=AIRSYS+COMMUNICATIONS+TECHNOLOGY+LIMITED+Romsey+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=AIRSYS+COMMUNICATIONS+TECHNOLOGY+LIMITED+Romsey+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=AIRSYS+COMMUNICATIONS+TECHNOLOGY+LIMITED+Romsey+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It has a listed presence in Hamps.,"Hi, I noticed AIRSYS COMMUNICATIONS TECHNOLOGY LIMITED Romsey is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at AIRSYS COMMUNICATIONS TECHNOLO"
Applied Technology Developments Ltd,80,['Leicester'],['Leicestershire Worker'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Applied+Technology+Developments+Ltd,https://www.linkedin.com/jobs/search/?keywords=Applied+Technology+Developments+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Applied+Technology+Developments+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Applied+Technology+Developments+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Leicester.,"Hi, I noticed Applied Technology Developments Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Applied Technology Developments Ltd."
Automatic Data Processing (ADP) Limited Staines,80,['Upon Thames'],['Worker (A ra'],"['Skilled Worker', 'ility: Senior or Specialist Worker']","['ai', 'data', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Automatic+Data+Processing+%28ADP%29+Limited+Staines,https://www.linkedin.com/jobs/search/?keywords=Automatic+Data+Processing+%28ADP%29+Limited+Staines+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Automatic+Data+Processing+%28ADP%29+Limited+Staines+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Automatic+Data+Processing+%28ADP%29+Limited+Staines+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Upon Thames.,"Hi, I noticed Automatic Data Processing (ADP) Limited Staines is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Automatic Data Processing (ADP"
Axis Technology and Development Limited G,80,['ilford D'],['own Worker ('],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Axis+Technology+and+Development+Limited+G,https://www.linkedin.com/jobs/search/?keywords=Axis+Technology+and+Development+Limited+G+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Axis+Technology+and+Development+Limited+G+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Axis+Technology+and+Development+Limited+G+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ilford D.,"Hi, I noticed Axis Technology and Development Limited G is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Axis Technology and Development Limi"
CMB.TECH Technology & Development Centre Ltd Br,80,['entwood'],['Essex Worker'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=CMB.TECH+Technology+%26+Development+Centre+Ltd+Br,https://www.linkedin.com/jobs/search/?keywords=CMB.TECH+Technology+%26+Development+Centre+Ltd+Br+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=CMB.TECH+Technology+%26+Development+Centre+Ltd+Br+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=CMB.TECH+Technology+%26+Development+Centre+Ltd+Br+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in entwood.,"Hi, I noticed CMB.TECH Technology & Development Centre Ltd Br is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at CMB.TECH Technology & Developm"
Data Physics (UK) Ltd Hai,80,['lsham'],['Worker ('],['Skilled Worker'],"['ai', 'data', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Data+Physics+%28UK%29+Ltd+Hai,https://www.linkedin.com/jobs/search/?keywords=Data+Physics+%28UK%29+Ltd+Hai+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Data+Physics+%28UK%29+Ltd+Hai+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Data+Physics+%28UK%29+Ltd+Hai+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in lsham.,"Hi, I noticed Data Physics (UK) Ltd Hai is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Data Physics (UK) Ltd Hai."
Data Saint Limited Cre,80,['we'],['Worker ('],['Skilled Worker'],"['ai', 'data', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Data+Saint+Limited+Cre,https://www.linkedin.com/jobs/search/?keywords=Data+Saint+Limited+Cre+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Data+Saint+Limited+Cre+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Data+Saint+Limited+Cre+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in we.,"Hi, I noticed Data Saint Limited Cre is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Data Saint Limited Cre."
Dataiku Ltd London,80,[],['Worker (A rat'],"['Skilled Worker', 'lity: Senior or Specialist Worker']","['ai', 'data', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Dataiku+Ltd+London,https://www.linkedin.com/jobs/search/?keywords=Dataiku+Ltd+London+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Dataiku+Ltd+London+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Dataiku+Ltd+London+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed Dataiku Ltd London is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Dataiku Ltd London."
DATAZONE TECHNOLOGIES LIMITED,80,['London'],[],['Skilled Worker'],"['data', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=DATAZONE+TECHNOLOGIES+LIMITED,https://www.linkedin.com/jobs/search/?keywords=DATAZONE+TECHNOLOGIES+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=DATAZONE+TECHNOLOGIES+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=DATAZONE+TECHNOLOGIES+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed DATAZONE TECHNOLOGIES LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at DATAZONE TECHNOLOGIES LIMITED."
Engineering Projects Protechnology Ltd L,80,['ondon'],['Worker'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Engineering+Projects+Protechnology+Ltd+L,https://www.linkedin.com/jobs/search/?keywords=Engineering+Projects+Protechnology+Ltd+L+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Engineering+Projects+Protechnology+Ltd+L+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Engineering+Projects+Protechnology+Ltd+L+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ondon.,"Hi, I noticed Engineering Projects Protechnology Ltd L is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Engineering Projects Protechnology Lt"
Engineering Technology Group W,80,['ellesbourne W'],['arwickshire Worker'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Engineering+Technology+Group+W,https://www.linkedin.com/jobs/search/?keywords=Engineering+Technology+Group+W+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Engineering+Technology+Group+W+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Engineering+Technology+Group+W+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ellesbourne W.,"Hi, I noticed Engineering Technology Group W is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Engineering Technology Group W."
